"sample","chromosome","start","end","segmentMean","numProbes","Status"
"ACH-000082","1",206510193,212828698,0.011639,6160,"0"
"ACH-000082","1",212828699,212839844,-21.061918,6,"-"
"ACH-000082","1",212839845,236070921,0.0941319999999997,21874,"0"
"ACH-000082","1",236099566,248577463,-0.887378,10618,"-"
"ACH-000082","1",248577464,248659463,0.718773,64,"+"
"ACH-000082","1",248659464,248946463,-1.036587,271,"-"
"ACH-000082","10",366037,20560526,-0.076954,17987,"0"
"ACH-000082","10",20560527,20572355,2.48641,8,"+"
"ACH-000082","10",20572356,38486311,-0.07129,17198,"0"
"ACH-000082","10",38486312,38614311,2.734884,85,"+"
"ACH-000082","10",38614312,38783311,0.328718,169,"+"
"ACH-000082","10",38783312,38920311,2.570932,60,"+"
"ACH-000082","10",38920312,39274311,0.583843,354,"+"
"ACH-000082","10",39274312,39525311,1.158472,240,"+"
"ACH-000082","10",39525312,39569311,2.370379,41,"+"
"ACH-000082","10",39569312,39579311,-2.426044,4,"-"
"ACH-000082","10",41706272,41841271,0.778755,135,"+"
"ACH-000082","10",41841272,41916271,4.30837,75,"+"
"ACH-000082","10",42066272,42085271,0.915455,18,"+"
"ACH-000082","10",42085272,42107271,3.016506,22,"+"
"ACH-000082","10",42107272,42322271,0.467338,204,"+"
"ACH-000082","10",42322272,43628369,-0.036615,1231,"0"
"ACH-000082","10",43628370,44033369,0.624605,405,"+"
"ACH-000082","10",44033370,46148265,-0.00881600000000007,1814,"0"
"ACH-000082","10",46150266,46659265,-0.665178,269,"-"
"ACH-000082","10",46716266,47582456,-0.0252770000000001,588,"0"
"ACH-000082","10",47586457,47627456,-32.157603,12,"-"
"ACH-000082","10",47627457,47648456,-12.2880280000004,7,"-"
"ACH-000082","10",47648457,47658456,-28.171381,9,"-"
"ACH-000082","10",47658457,47660456,-8.28337300000004,2,"-"
"ACH-000082","10",47660457,47668456,-31.473038,6,"-"
"ACH-000082","10",47668457,47672456,-7.03654500000002,4,"-"
"ACH-000082","10",47672457,47676456,-31.593935,4,"-"
"ACH-000082","10",47676457,47685456,-9.49595500000009,6,"-"
"ACH-000082","10",47685457,47691456,-30.275769,5,"-"
"ACH-000082","10",47692457,47695456,-6.511423,3,"-"
"ACH-000082","10",47695457,47696456,-30.007862,1,"-"
"ACH-000082","10",47696457,47697456,-5.659208,1,"-"
"ACH-000082","10",47699457,47707456,-29.347501,6,"-"
"ACH-000082","10",47715457,67747124,-0.013071,17189,"0"
"ACH-000082","10",67747125,75397203,-0.145987,7437,"0"
"ACH-000082","10",75397204,87685587,0.00950700000000007,10828,"0"
"ACH-000082","10",87685588,104678700,-0.0950460000000002,16117,"0"
"ACH-000082","10",104678701,104950700,0.715684,271,"+"
"ACH-000082","10",104950701,105856184,1.104807,871,"+"
"ACH-000082","10",105856185,108699920,0.645768,2465,"+"
"ACH-000082","10",108699921,109789461,0.705386,965,"+"
"ACH-000082","10",109789462,111158235,0.451143,1353,"+"
"ACH-000082","10",111158236,112467235,0.656259,1296,"+"
"ACH-000082","10",112467236,115463532,-0.040207,2955,"0"
"ACH-000082","10",115463533,115472532,-2.388062,9,"-"
"ACH-000082","10",115472533,126336637,-0.00379099999999978,10560,"0"
"ACH-000082","10",126336638,126896599,0.693748,555,"+"
"ACH-000082","10",126896600,131915421,1.047969,4183,"+"
"ACH-000082","10",131915422,132026421,0.512285,111,"+"
"ACH-000082","10",132026422,133787129,0.906968,1033,"+"
"ACH-000082","11",179001,4138966,-0.17304,2962,"-"
"ACH-000082","11",4138967,50444197,-0.00377200000000007,42351,"0"
"ACH-000082","11",50444198,50560197,0.943975,116,"+"
"ACH-000082","11",50560198,50682197,1.835875,121,"+"
"ACH-000082","11",50682198,54868824,0.907496,447,"+"
"ACH-000082","11",54868825,54925824,2.375402,57,"+"
"ACH-000082","11",54925825,54960824,0.857293,35,"+"
"ACH-000082","11",54960825,55045824,2.454365,85,"+"
"ACH-000082","11",55045825,55183824,0.861685,138,"+"
"ACH-000082","11",55183825,55215824,2.379255,32,"+"
"ACH-000082","11",55215825,55596824,0.859489,380,"+"
"ACH-000082","11",55596825,55673824,1.721206,77,"+"
"ACH-000082","11",55673825,55898824,0.401602,223,"+"
"ACH-000082","11",55898825,55997824,1.182177,99,"+"
"ACH-000082","11",55997825,56610318,0.585257,590,"+"
"ACH-000082","11",56610319,56747318,0.0490260000000001,137,"0"
"ACH-000082","11",56747319,58690778,0.961926,1865,"+"
"ACH-000082","11",58690779,59101042,1.289313,366,"+"
"ACH-000082","11",59101043,63396298,0.903735,4071,"+"
"ACH-000082","11",63396299,63455298,0.457027,59,"+"
"ACH-000082","11",63455299,68823551,0.848598,3811,"+"
"ACH-000082","11",68823552,69971300,0.949835,1127,"+"
"ACH-000082","11",69971301,71822758,1.036673,1686,"+"
"ACH-000082","11",71856443,76160478,0.82173,4256,"+"
"ACH-000082","11",76160479,79188791,-0.0536059999999999,2969,"0"
"ACH-000082","11",79188792,79509111,0.6774,306,"+"
"ACH-000082","11",79509112,80274421,0.147555,747,"+"
"ACH-000082","11",80274422,81034583,3.241302,758,"+"
"ACH-000082","11",81034584,84087497,0.0294060000000001,2702,"0"
"ACH-000082","11",84087498,84141031,2.975089,29,"+"
"ACH-000082","11",84141032,86097851,0.0324320000000001,1660,"0"
"ACH-000082","11",86097852,86168851,2.598302,69,"+"
"ACH-000082","11",86168852,86556520,-0.00201700000000012,374,"0"
"ACH-000082","11",86556521,86787882,3.129487,221,"+"
"ACH-000082","11",86787883,87182882,3.728161,389,"+"
"ACH-000082","11",87182883,88597483,3.033691,1325,"+"
"ACH-000082","11",88597484,89611984,0.138991,984,"+"
"ACH-000082","11",89611985,90374189,2.698056,346,"+"
"ACH-000082","11",90374190,90696724,0.0232999999999999,307,"0"
"ACH-000082","11",90696725,90787724,2.794747,91,"+"
"ACH-000082","11",90787725,102123231,0.142891,10158,"+"
"ACH-000082","11",102384785,102867784,-0.742232,482,"-"
"ACH-000082","11",102867785,103931932,0.15846,844,"+"
"ACH-000082","11",103931933,104870536,-0.773974,750,"-"
"ACH-000082","11",104870537,105508083,0.0658959999999998,535,"0"
"ACH-000082","11",105508084,108379607,-0.730374,2600,"-"
"ACH-000082","11",108379608,109303785,1.086987,885,"+"
"ACH-000082","11",109303786,109997370,-0.677216,684,"-"
"ACH-000082","11",109997371,110692370,0.120051,690,"0"
"ACH-000082","11",110692371,111440258,1.36545,741,"+"
"ACH-000082","11",111440259,112219258,0.540484,779,"+"
"ACH-000082","11",112219259,112817731,0.643356,595,"+"
"ACH-000082","11",112817732,113544731,0.152794,727,"+"
"ACH-000082","11",113544732,114636731,0.556286,1091,"+"
"ACH-000082","11",114636732,115603296,1.391199,946,"+"
"ACH-000082","11",115603297,115710296,1.862619,107,"+"
"ACH-000082","11",115710297,115814296,1.820966,104,"+"
"ACH-000082","11",115814297,116818296,0.0846029999999998,999,"0"
"ACH-000082","11",116818297,117230296,1.201341,406,"+"
"ACH-000082","11",117230297,117434296,1.752943,203,"+"
"ACH-000082","11",117434297,124298100,-0.0572160000000001,6814,"0"
"ACH-000082","11",124298101,124696100,0.413178,396,"+"
"ACH-000082","11",124696101,130381587,-0.0768550000000001,5578,"0"
"ACH-000082","11",130381588,135075626,0.09035,3060,"0"
"ACH-000082","12",10001,2941271,0.972956,1465,"+"
"ACH-000082","12",2986585,3653012,1.12845,639,"+"
"ACH-000082","12",3653013,4545997,0.885674,850,"+"
"ACH-000082","12",4545998,6191557,1.153199,1600,"+"
"ACH-000082","12",6191558,7672309,0.428329,1420,"+"
"ACH-000082","12",7672310,23653828,0.540798,13914,"+"
"ACH-000082","12",23653829,23942828,0.00558900000000034,288,"0"
"ACH-000082","12",23942829,27223244,0.530001,2874,"+"
"ACH-000082","12",27223245,34420902,0.0204839999999999,6584,"0"
"ACH-000082","12",34420903,34544902,0.645828,124,"+"
"ACH-000082","12",34544903,34584902,1.906705,40,"+"
"ACH-000082","12",34584903,34679902,0.223587,95,"+"
"ACH-000082","12",34679903,37410002,1.726405,196,"+"
"ACH-000082","12",37410003,37597002,0.187963,186,"+"
"ACH-000082","12",37597003,37626002,2.262986,24,"+"
"ACH-000082","12",37626003,38016002,0.643685,389,"+"
"ACH-000082","12",38016003,45445054,0.00860499999999994,6602,"0"
"ACH-000082","12",45445055,57549475,-0.14599,11508,"0"
"ACH-000082","12",57549476,57657475,2.466033,104,"+"
"ACH-000082","12",57657476,57756475,3.657872,99,"+"
"ACH-000082","12",57756476,57963475,1.946143,207,"+"
"ACH-000082","12",57963476,58021475,-0.0654490000000002,57,"0"
"ACH-000082","12",58021476,58057475,2.768536,36,"+"
"ACH-000082","12",58057476,58087941,0.163837,18,"+"
"ACH-000082","12",58087942,58126941,2.276747,39,"+"
"ACH-000082","12",58126942,59389022,0.0647369999999999,1245,"0"
"ACH-000082","12",59389023,59497751,2.670812,104,"+"
"ACH-000082","12",59497752,59700751,0.0333130000000001,203,"0"
"ACH-000082","12",59700752,59867751,2.432286,167,"+"
"ACH-000082","12",59867752,60109751,0.0426439999999998,241,"0"
"ACH-000082","12",60109752,60375751,0.805418,264,"+"
"ACH-000082","12",60375752,60501317,2.59475,123,"+"
"ACH-000082","12",60501318,61078317,0.889032,576,"+"
"ACH-000082","12",61078318,61228584,2.20377,140,"+"
"ACH-000082","12",61228585,61492967,2.297209,263,"+"
"ACH-000082","12",61492968,61756967,0.00543900000000011,263,"0"
"ACH-000082","12",61756968,61966948,3.048578,200,"+"
"ACH-000082","12",61966949,62048948,-0.012179,82,"0"
"ACH-000082","12",62048949,62139948,2.65345,91,"+"
"ACH-000082","12",62139949,62357948,0.35061,218,"+"
"ACH-000082","12",62357949,62666948,2.774839,309,"+"
"ACH-000082","12",62666949,63350948,2.897194,684,"+"
"ACH-000082","12",63350949,63487948,2.96802,136,"+"
"ACH-000082","12",63487949,63515948,0.719102,28,"+"
"ACH-000082","12",63515949,64035814,2.727021,286,"+"
"ACH-000082","12",64035815,64104814,1.488336,69,"+"
"ACH-000082","12",64104815,64333814,2.6963,218,"+"
"ACH-000082","12",64333815,64566814,2.444276,231,"+"
"ACH-000082","12",64566815,65227814,2.800578,659,"+"
"ACH-000082","12",65227815,65746814,3.659085,519,"+"
"ACH-000082","12",65746815,66221814,2.93485,471,"+"
"ACH-000082","12",66221815,66479854,1.549575,254,"+"
"ACH-000082","12",66479855,66527854,2.973558,48,"+"
"ACH-000082","12",66527855,66555683,1.487663,28,"+"
"ACH-000082","12",66577369,66605368,2.906962,28,"+"
"ACH-000082","12",66605369,67044368,1.726539,439,"+"
"ACH-000082","12",67044369,67166368,2.845134,122,"+"
"ACH-000082","12",67166369,67367368,3.703038,201,"+"
"ACH-000082","12",67367369,67484368,2.969223,117,"+"
"ACH-000082","12",67484369,67663368,1.959682,179,"+"
"ACH-000082","12",67663369,67883368,3.002155,220,"+"
"ACH-000082","12",67883369,68125368,2.575104,240,"+"
"ACH-000082","12",68125369,68139368,0.484761,14,"+"
"ACH-000082","12",68139369,68154368,1.822377,15,"+"
"ACH-000082","12",68154369,68274428,1.007269,119,"+"
"ACH-000082","12",68274429,68587428,2.647404,313,"+"
"ACH-000082","12",68587429,69037428,1.038798,449,"+"
"ACH-000082","12",69037429,69107428,2.201116,70,"+"
"ACH-000082","12",69107429,69963428,1.105487,847,"+"
"ACH-000082","12",69963429,70067681,1.812804,99,"+"
"ACH-000082","12",70067682,70821631,0.97558,727,"+"
"ACH-000082","12",70821632,70986631,2.159658,165,"+"
"ACH-000082","12",70986632,71662594,1.792147,519,"+"
"ACH-000082","12",71662595,71939594,1.208923,277,"+"
"ACH-000082","12",71939595,72179367,1.818698,231,"+"
"ACH-000082","12",72179368,78240568,-0.025592,5720,"0"
"ACH-000082","12",78240569,79245925,0.611454,968,"+"
"ACH-000082","12",79245926,80622519,-0.0167189999999998,1348,"0"
"ACH-000082","12",80622520,80764519,3.448736,142,"+"
"ACH-000082","12",80764520,81052519,0.080253,288,"0"
"ACH-000082","12",81052520,81464519,2.013764,412,"+"
"ACH-000082","12",81464520,81750519,0.342503,286,"+"
"ACH-000082","12",81750520,83127283,-0.030429,1328,"0"
"ACH-000082","12",83127284,83148283,2.363099,21,"+"
"ACH-000082","12",83148284,83234283,0.0593160000000002,86,"0"
"ACH-000082","12",83234284,83523842,2.805492,268,"+"
"ACH-000082","12",83523843,83666842,1.909642,143,"+"
"ACH-000082","12",83666843,84216539,-0.0277520000000001,542,"0"
"ACH-000082","12",84216540,84280539,1.833478,64,"+"
"ACH-000082","12",84280540,84309539,-0.151948,29,"0"
"ACH-000082","12",84309540,84715539,0.520903,405,"+"
"ACH-000082","12",84715540,84848539,2.982032,133,"+"
"ACH-000082","12",84848540,85099539,3.89659,251,"+"
"ACH-000082","12",85099540,85121539,-0.421337,22,"-"
"ACH-000082","12",85121540,85176539,3.70693,55,"+"
"ACH-000082","12",85176540,85244539,2.549028,65,"+"
"ACH-000082","12",85244540,85716539,1.733125,471,"+"
"ACH-000082","12",85716540,85969539,0.533769,253,"+"
"ACH-000082","12",85969540,86451773,-0.0488470000000001,467,"0"
"ACH-000082","12",86451774,86520753,1.926775,62,"+"
"ACH-000082","12",86577967,86720966,0.667337,141,"+"
"ACH-000082","12",86720967,87179381,-0.121258,366,"0"
"ACH-000082","12",87190147,87900486,1.922766,677,"+"
"ACH-000082","12",87900487,89002106,0.0177150000000001,1087,"0"
"ACH-000082","12",89002107,89069106,2.428818,67,"+"
"ACH-000082","12",89069107,89238402,0.514049,160,"+"
"ACH-000082","12",89238403,89278402,2.489668,40,"+"
"ACH-000082","12",89278403,89680563,1.599207,365,"+"
"ACH-000082","12",89680564,89993563,-0.14951,313,"0"
"ACH-000082","12",89993564,90012563,2.281811,19,"+"
"ACH-000082","12",90012564,90051563,0.0506379999999999,39,"0"
"ACH-000082","12",90051564,90581282,1.990338,494,"+"
"ACH-000082","12",90581283,90790282,2.027059,208,"+"
"ACH-000082","12",90790283,91084900,1.887308,270,"+"
"ACH-000082","12",91084901,91144900,2.904624,60,"+"
"ACH-000082","12",91144901,96591800,-0.126537,5313,"0"
"ACH-000082","12",96591801,111626653,-0.026213,14438,"0"
"ACH-000082","12",111626654,112535830,0.425757,757,"+"
"ACH-000082","12",112535831,115090948,0.07686,2108,"0"
"ACH-000082","12",115090949,117740523,0.552316,2534,"+"
"ACH-000082","12",117740524,125398360,-0.0568989999999999,7341,"0"
"ACH-000082","12",125398361,126320809,0.683768,906,"+"
"ACH-000082","12",126320810,133256353,0.0904909999999999,3675,"0"
"ACH-000082","12",133256354,133264353,2.966934,8,"+"
"ACH-000082","13",16022288,18356998,-0.0261399999999999,169,"0"
"ACH-000082","13",18407999,18452998,2.523071,20,"+"
"ACH-000082","13",18864442,114353672,-0.0536109999999998,84983,"0"
"ACH-000082","14",16091288,35612745,-0.0162579999999998,13386,"0"
"ACH-000082","14",35612746,36487162,0.503972,860,"+"
"ACH-000082","14",36487163,39006177,0.0157,2378,"0"
"ACH-000082","14",39006178,42435360,0.517779,2895,"+"
"ACH-000082","14",42435361,42999427,-0.00373499999999991,424,"0"
"ACH-000082","14",42999428,44344199,0.569615,605,"+"
"ACH-000082","14",44344200,44855894,0.0234330000000001,227,"0"
"ACH-000082","14",44855895,45790459,0.804055,620,"+"
"ACH-000082","14",45790460,49011266,0.929746,2829,"+"
"ACH-000082","14",49011267,61781774,0.443147,12482,"+"
"ACH-000082","14",61781775,62137783,-0.906863,349,"-"
"ACH-000082","14",62137784,73059264,-0.116164,10345,"0"
"ACH-000082","14",73059265,73066264,-3.369789,7,"-"
"ACH-000082","14",73066265,77784560,-0.146956,4554,"0"
"ACH-000082","14",77784561,87976975,-0.00719899999999973,9880,"0"
"ACH-000082","14",87976976,105227813,0.464741,16314,"+"
"ACH-000082","14",105227814,105537441,-0.145177,295,"0"
"ACH-000082","14",106876980,106883979,-29.252992,7,"-"
"ACH-000082","15",17000001,17080000,0.928432,72,"+"
"ACH-000082","15",17080001,19816004,2.336768,35,"+"
"ACH-000082","15",19816005,19999004,0.110103,179,"0"
"ACH-000082","15",20002005,20238004,-3.306011,79,"-"
"ACH-000082","15",20238005,20377004,-4.45346,138,"-"
"ACH-000082","15",20377005,20384004,-30.560916,7,"-"
"ACH-000082","15",20384005,20429004,-4.924691,40,"-"
"ACH-000082","15",20438005,20535004,-24.503756,7,"-"
"ACH-000082","15",20550005,20567004,-14.379106,3,"-"
"ACH-000082","15",20586005,20680004,-5.041978,41,"-"
"ACH-000082","15",20681005,20734004,-18.692816,4,"-"
"ACH-000082","15",20734005,20736004,-4.77233,2,"-"
"ACH-000082","15",20962005,21068004,-32.949942,14,"-"
"ACH-000082","15",21110005,21189004,-13.0008280000003,5,"-"
"ACH-000082","15",21244005,21292004,-4.418453,34,"-"
"ACH-000082","15",21317005,21318004,-32.998457,1,"-"
"ACH-000082","15",21380005,22377004,-3.840053,98,"-"
"ACH-000082","15",22559005,23189004,0.173153,527,"+"
"ACH-000082","15",23189005,23191004,-26.874016,2,"-"
"ACH-000082","15",23191005,23206004,-1.344123,7,"-"
"ACH-000082","15",23209005,23312004,-25.303881,18,"-"
"ACH-000082","15",23358005,28300592,0.0474609999999999,3859,"0"
"ACH-000082","15",28302593,28315592,1.897191,13,"+"
"ACH-000082","15",30837178,35239362,-0.0759050000000002,3042,"0"
"ACH-000082","15",35239363,35243362,-22.409317,4,"-"
"ACH-000082","15",35243363,58429313,-0.0878790000000001,22184,"0"
"ACH-000082","15",58438123,58650122,0.40236,212,"+"
"ACH-000082","15",58650123,77437867,-0.155778,18295,"-"
"ACH-000082","15",77437868,78859244,0.433465,1309,"+"
"ACH-000082","15",78859245,79406242,1.429256,533,"+"
"ACH-000082","15",79406243,79623242,0.422208,216,"+"
"ACH-000082","15",79623243,83009419,-0.107893,3108,"0"
"ACH-000082","15",83009420,84425523,0.473929,1101,"+"
"ACH-000082","15",84516524,86331823,-0.107775,1376,"0"
"ACH-000082","15",86331824,91101749,0.479535,4296,"+"
"ACH-000082","15",91101750,91925305,-0.151453,816,"0"
"ACH-000082","15",91925306,94481364,-0.991615,1768,"-"
"ACH-000082","15",94494604,97315171,1.023704,2736,"+"
"ACH-000082","15",97315172,97822176,1.872269,478,"+"
"ACH-000082","15",97822177,100740064,2.415313,2171,"+"
"ACH-000082","15",100740065,101968587,1.882199,565,"+"
"ACH-000082","16",10001,5059909,-0.173053,3939,"-"
"ACH-000082","16",5059910,28343285,-0.00850199999999999,15105,"0"
"ACH-000082","16",28376286,28415285,-15.210814,2,"-"
"ACH-000082","16",28418286,32487219,-0.142169,2142,"0"
"ACH-000082","16",32491220,32519219,2.352777,11,"+"
"ACH-000082","16",32586220,34061219,-0.390775,337,"-"
"ACH-000082","16",34061220,34099219,1.901822,34,"+"
"ACH-000082","16",34099220,34278219,0.287933,173,"+"
"ACH-000082","16",34571220,34596219,5.528354,22,"+"
"ACH-000082","16",34596220,34634219,2.550733,38,"+"
"ACH-000082","16",34634220,34705219,1.086008,71,"+"
"ACH-000082","16",34705220,34771219,3.049131,65,"+"
"ACH-000082","16",34771220,34827219,0.159739,56,"+"
"ACH-000082","16",34896220,34923219,2.234944,25,"+"
"ACH-000082","16",34923220,35084219,0.591945,49,"+"
"ACH-000082","16",35084220,35230219,-0.696494,146,"-"
"ACH-000082","16",35230220,35525219,-1.89649,295,"-"
"ACH-000082","16",35525220,35985219,-0.953484,453,"-"
"ACH-000082","16",35985220,36034219,1.764311,42,"+"
"ACH-000082","16",36034220,38280419,0.439915,231,"+"
"ACH-000082","16",46380420,46402419,5.283119,22,"+"
"ACH-000082","16",46402420,46423419,2.270376,21,"+"
"ACH-000082","16",46423420,46826025,-0.0238989999999999,343,"0"
"ACH-000082","16",46826026,50928136,0.994092,4003,"+"
"ACH-000082","16",50928137,55317388,0.0251859999999999,4264,"0"
"ACH-000082","16",55317389,57767669,0.909798,2353,"+"
"ACH-000082","16",57767670,59490622,-0.00334599999999978,1705,"0"
"ACH-000082","16",59490623,59512622,-29.861581,22,"-"
"ACH-000082","16",59512623,59513622,-6.422687,1,"-"
"ACH-000082","16",59513623,59529622,-29.609187,16,"-"
"ACH-000082","16",59529623,59530622,-8.10286900000001,1,"-"
"ACH-000082","16",59530623,59552622,-29.71013,22,"-"
"ACH-000082","16",59552623,59553622,-6.67229900000001,1,"-"
"ACH-000082","16",59553623,59591622,-29.772653,35,"-"
"ACH-000082","16",59591623,59593622,-7.81418600000001,2,"-"
"ACH-000082","16",59593623,59706622,-29.124638,113,"-"
"ACH-000082","16",59706623,59707622,-8.11924800000004,1,"-"
"ACH-000082","16",59707623,59738622,-29.701636,31,"-"
"ACH-000082","16",59738623,59739622,-8.105156,1,"-"
"ACH-000082","16",59739623,59787622,-29.402444,48,"-"
"ACH-000082","16",59787623,59789622,-8.67421500000004,2,"-"
"ACH-000082","16",59789623,59827622,-29.042481,38,"-"
"ACH-000082","16",59827623,60180832,0.465844,322,"+"
"ACH-000082","16",60180833,61370154,-0.0657609999999999,1140,"0"
"ACH-000082","16",61370155,62825283,1.030469,1424,"+"
"ACH-000082","16",62825284,63265519,-0.0905759999999999,401,"0"
"ACH-000082","16",63265520,65128061,-1.107435,1755,"-"
"ACH-000082","16",65129062,74434545,-0.036094,8354,"0"
"ACH-000082","16",74434546,74832545,0.517695,396,"+"
"ACH-000082","16",74832546,78909551,0.039864,3461,"0"
"ACH-000082","16",78909552,78912415,-19.779438,3,"-"
"ACH-000082","16",78916595,90224877,-0.00385199999999973,7704,"0"
"ACH-000082","17",130001,1770086,-0.987183,1438,"-"
"ACH-000082","17",1770087,7682366,-0.123853,5136,"0"
"ACH-000082","17",7682367,8930204,1.376845,1221,"+"
"ACH-000082","17",8930205,9706876,-0.890914,763,"-"
"ACH-000082","17",9706877,13184044,0.0263860000000001,3254,"0"
"ACH-000082","17",13184045,13829807,2.019294,526,"+"
"ACH-000082","17",13829808,15975903,2.714811,625,"+"
"ACH-000082","17",15975904,16665483,2.480209,689,"+"
"ACH-000082","17",16665484,17731444,2.14975,882,"+"
"ACH-000082","17",17731445,18951953,1.9029,893,"+"
"ACH-000082","17",18951954,21845311,-0.0525479999999999,2144,"0"
"ACH-000082","17",21845312,21884311,2.180893,39,"+"
"ACH-000082","17",21884312,21992311,6.254694,105,"+"
"ACH-000082","17",22042312,22745311,-0.0512019999999999,668,"0"
"ACH-000082","17",26618915,26775914,0.595085,149,"+"
"ACH-000082","17",26775915,26940914,2.848966,108,"+"
"ACH-000082","17",26940915,36163691,-0.025238,7756,"0"
"ACH-000082","17",36163692,36389691,2.315068,55,"+"
"ACH-000082","17",36390692,41375807,-0.0368079999999998,4202,"0"
"ACH-000082","17",41375808,41963097,0.482398,563,"+"
"ACH-000082","17",41963098,42459097,-0.0274460000000002,496,"0"
"ACH-000082","17",42459098,44503945,0.475726,1739,"+"
"ACH-000082","17",44503946,47904510,-0.139894,2047,"0"
"ACH-000082","17",47904511,48219510,0.417222,315,"+"
"ACH-000082","17",48219511,57696001,-0.0734430000000001,8636,"0"
"ACH-000082","17",57696002,58634483,0.373218,937,"+"
"ACH-000082","17",58634484,69549094,-0.113461,10411,"0"
"ACH-000082","17",69549095,70114436,0.565841,521,"+"
"ACH-000082","17",70114437,76368550,-0.0516370000000001,5231,"0"
"ACH-000082","17",76368551,78220597,-0.142764,1601,"0"
"ACH-000082","17",78220598,78573819,0.418157,297,"+"
"ACH-000082","17",78724478,83207672,-0.12518,3798,"0"
"ACH-000082","18",325424,5332668,0.551153,3674,"+"
"ACH-000082","18",5334669,14006781,0.946256,7820,"+"
"ACH-000082","18",14006782,14642685,1.661203,297,"+"
"ACH-000082","18",14642686,15384685,0.262753,713,"+"
"ACH-000082","18",15384686,20576189,2.384096,44,"+"
"ACH-000082","18",20577190,21027956,0.96787,131,"+"
"ACH-000082","18",21027957,28693418,0.0130479999999999,7603,"0"
"ACH-000082","18",28693419,28700418,-14.784363,6,"-"
"ACH-000082","18",28700419,41393886,0.019325,12117,"0"
"ACH-000082","18",41393887,42041886,1.359244,641,"+"
"ACH-000082","18",42131597,51010608,0.0144559999999998,8456,"0"
"ACH-000082","18",51010609,51012608,-16.624815,2,"-"
"ACH-000082","18",51012609,51672689,-0.0816579999999998,659,"0"
"ACH-000082","18",51672690,55162108,0.05994,3377,"0"
"ACH-000082","18",55162109,59985766,0.569255,4648,"+"
"ACH-000082","18",59997538,60594748,0.0207000000000004,557,"0"
"ACH-000082","18",60646013,70720344,0.509427,8385,"+"
"ACH-000082","18",70720345,80262924,0.599356,5641,"+"
"ACH-000082","19",89001,3515470,-0.241949,2806,"-"
"ACH-000082","19",3515471,10535825,0.422419,6279,"+"
"ACH-000082","19",10535826,12627252,0.477056,1941,"+"
"ACH-000082","19",12627253,13478252,0.710571,850,"+"
"ACH-000082","19",13478253,20068033,0.434783,6287,"+"
"ACH-000082","19",20068034,24329553,0.56749,3765,"+"
"ACH-000082","19",24329554,27241624,1.743872,99,"+"
"ACH-000082","19",27241625,27487624,1.251649,244,"+"
"ACH-000082","19",27487625,27567624,2.182735,80,"+"
"ACH-000082","19",27567625,27929185,0.610707,337,"+"
"ACH-000082","19",27929186,28403185,0.0139349999999997,474,"0"
"ACH-000082","19",28403186,29071244,0.584184,665,"+"
