"sample","chromosome","start","end","segmentMean","numProbes","Status"
"ACH-001001","10",38488312,38614311,3.029746,83,"+"
"ACH-001001","10",38614312,38783311,0.209742,169,"+"
"ACH-001001","10",38783312,38920311,2.634514,60,"+"
"ACH-001001","10",38920312,39257311,0.691737,337,"+"
"ACH-001001","10",39257312,39362311,2.082818,105,"+"
"ACH-001001","10",39362312,39525311,1.009089,152,"+"
"ACH-001001","10",39525312,39569311,2.715739,41,"+"
"ACH-001001","10",39569312,41841271,0.960254,139,"+"
"ACH-001001","10",41841272,41911271,4.494772,70,"+"
"ACH-001001","10",41911272,42107271,3.081736,45,"+"
"ACH-001001","10",42107272,46148265,0.208874,3654,"+"
"ACH-001001","10",46150266,46955265,-0.420458,373,"-"
"ACH-001001","10",46982266,47582456,0.383286,484,"+"
"ACH-001001","10",47586457,47649456,-2.151453,20,"-"
"ACH-001001","10",47649457,122378899,0.24295,68564,"+"
"ACH-001001","10",122378900,133787129,0.183323,9680,"+"
"ACH-001001","11",179001,5618367,0.388642,4110,"+"
"ACH-001001","11",5618368,11707683,0.541521,5564,"+"
"ACH-001001","11",11707684,26662024,-0.113376,14153,"0"
"ACH-001001","11",26662025,29993029,0.0588539999999999,3215,"0"
"ACH-001001","11",29993030,50444197,-0.158955,18271,"0"
"ACH-001001","11",50444198,50682197,1.350897,237,"+"
"ACH-001001","11",50682198,54868824,0.289128,447,"+"
"ACH-001001","11",54868825,54929824,1.687648,61,"+"
"ACH-001001","11",54929825,54959824,-0.0875270000000002,30,"0"
"ACH-001001","11",54959825,55046824,1.881513,87,"+"
"ACH-001001","11",55046825,55117824,0.180546,71,"+"
"ACH-001001","11",55117825,55124824,-24.69857,7,"-"
"ACH-001001","11",55124825,55183824,-0.0623109999999999,59,"0"
"ACH-001001","11",55183825,55215824,2.091028,32,"+"
"ACH-001001","11",55215825,55597824,0.100724,381,"0"
"ACH-001001","11",55597825,55689824,2.997908,91,"+"
"ACH-001001","11",55690825,64855646,-0.182745,8755,"0"
"ACH-001001","11",65894358,70630300,0.744273,4237,"+"
"ACH-001001","11",70630301,77989791,-0.256201,7063,"-"
"ACH-001001","11",77989792,80133111,-0.0451009999999999,2118,"0"
"ACH-001001","11",80133112,80706421,1.26409,556,"+"
"ACH-001001","11",80706422,93961883,-0.088047,11347,"0"
"ACH-001001","11",93961884,93969172,-16.750649,4,"-"
"ACH-001001","11",93969173,99963796,-0.152857,5500,"0"
"ACH-001001","11",99963797,102468784,0.960413,2214,"+"
"ACH-001001","11",102468785,102599784,1.595343,131,"+"
"ACH-001001","11",102599785,104154932,0.950679,1333,"+"
"ACH-001001","11",104154933,116499296,-0.105948,11697,"0"
"ACH-001001","11",116499297,116682296,1.741983,178,"+"
"ACH-001001","11",116682297,116859296,0.756001,177,"+"
"ACH-001001","11",116859297,117087296,-0.300546,228,"-"
"ACH-001001","11",117087297,117157296,1.769934,66,"+"
"ACH-001001","11",117157297,117975296,-0.243334,815,"-"
"ACH-001001","11",117975297,118535348,1.296154,559,"+"
"ACH-001001","11",118535349,118963348,-0.242089,428,"0"
"ACH-001001","11",118963349,119002348,1.730352,39,"+"
"ACH-001001","11",119002349,120053907,-0.224534,1049,"0"
"ACH-001001","11",120053908,120091907,1.935731,36,"+"
"ACH-001001","11",120091908,120191907,-0.0414409999999997,100,"0"
"ACH-001001","11",120191908,120771712,1.65856,570,"+"
"ACH-001001","11",120771713,121134013,-0.199574,360,"0"
"ACH-001001","11",121134014,121506013,0.90927,371,"+"
"ACH-001001","11",121506014,122235013,-0.061218,720,"0"
"ACH-001001","11",122235014,122288013,1.944647,53,"+"
"ACH-001001","11",122288014,122335013,0.292239,47,"+"
"ACH-001001","11",122335014,122755013,2.196742,419,"+"
"ACH-001001","11",122755014,123724400,2.013089,961,"+"
"ACH-001001","11",123724401,124478100,0.0489610000000001,740,"0"
"ACH-001001","11",124478101,125183522,0.864159,683,"+"
"ACH-001001","11",125183523,135075626,-0.0827159999999998,8172,"0"
"ACH-001001","12",10001,6153632,-0.00798499999999987,4524,"0"
"ACH-001001","12",6153633,6169557,-30.014946,8,"-"
"ACH-001001","12",6169558,11442727,-0.0300359999999999,3950,"0"
"ACH-001001","12",11442728,12893413,0.365885,1425,"+"
"ACH-001001","12",13183284,33566902,0.0270969999999999,18876,"0"
"ACH-001001","12",33566903,34533902,0.00138900000000015,964,"0"
"ACH-001001","12",34533903,34587902,1.990795,54,"+"
"ACH-001001","12",34587903,34679902,0.0582520000000001,92,"0"
"ACH-001001","12",34679903,37408002,1.739498,194,"+"
"ACH-001001","12",37408003,37588002,-0.230266,179,"0"
"ACH-001001","12",37588003,38016002,0.716932,422,"+"
"ACH-001001","12",38016003,47040630,0.0189680000000004,8175,"0"
"ACH-001001","12",47040631,77467814,-0.175224,28970,"0"
"ACH-001001","12",77467815,77765210,0.550086,294,"+"
"ACH-001001","12",77765211,81746519,-0.0844629999999998,3902,"0"
"ACH-001001","12",81746520,81750519,-27.072455,4,"-"
"ACH-001001","12",81750520,84199539,-0.146904,2371,"0"
"ACH-001001","12",84199540,84204539,-11.3504240000001,5,"-"
"ACH-001001","12",84204540,89925563,-0.106038,5437,"0"
"ACH-001001","12",89925564,90845282,0.506982,883,"+"
"ACH-001001","12",90845283,98609131,-0.156215,7560,"0"
"ACH-001001","12",98609132,98959131,0.69549,350,"+"
"ACH-001001","12",98959132,109705561,-0.144457,10214,"0"
"ACH-001001","12",109709759,110361758,0.429819,652,"+"
"ACH-001001","12",110361759,127511675,-0.176102,15743,"0"
"ACH-001001","12",127511676,127711229,0.592511,185,"+"
"ACH-001001","12",128240307,130595736,-0.263969,804,"-"
"ACH-001001","12",130595737,131346960,0.304178,632,"+"
"ACH-001001","12",131346961,133256353,-0.237806,1207,"0"
"ACH-001001","12",133256354,133264353,3.272739,8,"+"
"ACH-001001","13",16022288,18356998,0.112009,169,"0"
"ACH-001001","13",18407999,18452998,2.335718,20,"+"
"ACH-001001","13",18864442,34984105,-0.211674,13767,"0"
"ACH-001001","13",34984106,34991105,-20.971663,7,"-"
"ACH-001001","13",34991106,46993082,-0.160814,11377,"0"
"ACH-001001","13",46993083,46998082,-23.860635,5,"-"
"ACH-001001","13",46998083,58010905,-0.218264,8586,"0"
"ACH-001001","13",58022647,58025646,-29.160015,3,"-"
"ACH-001001","13",58025647,91858702,-0.172684,30930,"0"
"ACH-001001","13",91858703,112280907,0.0728039999999998,18928,"0"
"ACH-001001","13",112284908,112312907,-2.765824,12,"-"
"ACH-001001","13",112312908,114353672,-0.0566199999999997,1368,"0"
"ACH-001001","14",16091288,28383620,0.317501,6467,"+"
"ACH-001001","14",28383621,28711804,1.255058,320,"+"
"ACH-001001","14",28711805,46840705,0.315183,15491,"+"
"ACH-001001","14",46840706,106883979,0.57919,56179,"+"
"ACH-001001","15",17000001,19832004,1.751043,122,"+"
"ACH-001001","15",19832005,19999004,0.313164,164,"+"
"ACH-001001","15",20002005,20963004,-3.586305,322,"-"
"ACH-001001","15",20987005,20993004,-12.099747,5,"-"
"ACH-001001","15",20993005,21025004,-3.189121,4,"-"
"ACH-001001","15",21062005,21068004,-33.080974,4,"-"
"ACH-001001","15",21110005,22302004,-3.482689,137,"-"
"ACH-001001","15",22376005,23164004,0.684339,517,"+"
"ACH-001001","15",23174005,23359004,3.970043,39,"+"
"ACH-001001","15",23360005,27334714,0.330712,3297,"+"
"ACH-001001","15",27334715,27635714,-0.744178,301,"-"
"ACH-001001","15",27635715,70593211,0.352063,37479,"+"
"ACH-001001","15",70593212,72103526,0.604834,1465,"+"
"ACH-001001","15",72103527,75717719,0.313622,3469,"+"
"ACH-001001","15",75717720,98488226,-0.204996,19964,"0"
"ACH-001001","15",98488227,99596001,0.636306,1076,"+"
"ACH-001001","15",99596002,101968587,-0.152871,1030,"0"
"ACH-001001","16",10001,32487219,-0.0209699999999998,21188,"0"
"ACH-001001","16",32491220,32519219,2.792204,11,"+"
"ACH-001001","16",32586220,34060219,-0.3781,336,"-"
"ACH-001001","16",34060220,34099219,2.000546,35,"+"
"ACH-001001","16",34099220,34278219,0.407681,173,"+"
"ACH-001001","16",34571220,34613219,4.314202,39,"+"
"ACH-001001","16",34613220,34707219,1.416474,94,"+"
"ACH-001001","16",34707220,34771219,3.29494,63,"+"
"ACH-001001","16",34771220,34827219,0.154738,56,"+"
"ACH-001001","16",34896220,34923219,2.23485,25,"+"
"ACH-001001","16",34923220,35230219,0.264877,195,"+"
"ACH-001001","16",35230220,35523219,-1.236193,293,"-"
"ACH-001001","16",35523220,35928219,-0.0657510000000001,400,"0"
"ACH-001001","16",35928220,35990219,0.899507,60,"+"
"ACH-001001","16",35990220,36062219,2.548075,65,"+"
"ACH-001001","16",36062220,36118219,0.508342,56,"+"
"ACH-001001","16",36118220,38280419,1.768249,147,"+"
"ACH-001001","16",46380420,46402419,4.858037,22,"+"
"ACH-001001","16",46402420,46423419,2.309279,21,"+"
"ACH-001001","16",46423420,78039466,0.238102,29587,"+"
"ACH-001001","16",78039467,78535050,-0.128498,480,"0"
"ACH-001001","16",78535051,78632757,-0.884167,86,"-"
"ACH-001001","16",78632758,90224877,0.249725,7809,"+"
"ACH-001001","17",130001,21042960,0.363654,16845,"+"
"ACH-001001","17",21042961,21783311,-0.170811,683,"0"
"ACH-001001","17",21783312,21795311,-2.537653,12,"-"
"ACH-001001","17",21814312,21845311,0.0650789999999998,31,"0"
"ACH-001001","17",21845312,21885311,2.075626,40,"+"
"ACH-001001","17",21885312,21886311,-23.795973,1,"-"
"ACH-001001","17",21886312,21908311,2.99694,21,"+"
"ACH-001001","17",21908312,21931311,-0.0272289999999998,23,"0"
"ACH-001001","17",21931312,21933311,-13.1028660000008,2,"-"
"ACH-001001","17",21933312,21937311,1.145765,4,"+"
"ACH-001001","17",21937312,21941311,-12.5411400000001,4,"-"
"ACH-001001","17",21941312,21942311,-25.448762,1,"-"
"ACH-001001","17",21942312,21944311,-13.658306,2,"-"
"ACH-001001","17",21944312,21947311,1.415971,3,"+"
"ACH-001001","17",21947312,21951311,-11.4357120000002,4,"-"
"ACH-001001","17",21951312,21955311,0.988752,4,"+"
"ACH-001001","17",21955312,21957311,-12.1426050000004,2,"-"
"ACH-001001","17",21957312,21968311,1.331484,11,"+"
"ACH-001001","17",21968312,21992311,5.753661,22,"+"
"ACH-001001","17",22042312,26775914,-0.371981,817,"-"
"ACH-001001","17",26775915,26940914,2.150383,108,"+"
"ACH-001001","17",26940915,35847930,-0.850526,7445,"-"
"ACH-001001","17",35847931,36163691,-0.236954,311,"0"
"ACH-001001","17",36163692,36444691,2.003188,57,"+"
"ACH-001001","17",36445692,77276855,-0.0368239999999998,35920,"0"
"ACH-001001","17",77276856,79070477,-1.267345,1420,"-"
"ACH-001001","17",79070478,83207672,-0.047617,3452,"0"
"ACH-001001","18",325424,10354403,0.653461,7967,"+"
"ACH-001001","18",10354404,13935781,0.03158,3462,"0"
"ACH-001001","18",13935782,15384685,0.163886,1075,"+"
"ACH-001001","18",15384686,20830833,1.636791,73,"+"
"ACH-001001","18",20831834,30648399,-0.111678,9546,"0"
"ACH-001001","18",30648400,30654399,-20.651348,6,"-"
"ACH-001001","18",30654400,48671902,-0.114243,17087,"0"
"ACH-001001","18",48671903,48952902,0.878501,281,"+"
"ACH-001001","18",48952903,80262924,-0.119405,25274,"0"
"ACH-001001","19",89001,20029033,-0.172318,18124,"0"
"ACH-001001","19",20029034,20032033,-10.9697340000002,3,"-"
"ACH-001001","19",20032034,20412033,-0.277333,377,"-"
"ACH-001001","19",20412034,20535033,0.879749,123,"+"
"ACH-001001","19",20535034,24329553,-0.370462,3301,"-"
"ACH-001001","19",24329554,27484624,1.047771,340,"+"
"ACH-001001","19",27484625,27488624,-13.801746,4,"-"
"ACH-001001","19",27488625,27567624,2.353777,79,"+"
"ACH-001001","19",27567625,38523315,-0.232588,10584,"0"
"ACH-001001","19",38523316,38692315,-1.448095,169,"-"
"ACH-001001","19",38692316,50912709,-0.229426,10424,"0"
"ACH-001001","19",50912710,54224721,-0.454285,1908,"-"
"ACH-001001","19",54224722,54239721,-3.038388,15,"-"
"ACH-001001","19",54239722,58605237,-0.356422,3492,"-"
"ACH-001001","2",11001,11576918,-0.598815,9194,"-"
"ACH-001001","2",11576919,15655126,0.128342,3790,"0"
"ACH-001001","2",15655127,24010000,0.192107,8019,"+"
"ACH-001001","2",24010001,34566719,0.0731189999999999,9234,"0"
"ACH-001001","2",34566720,46989729,0.652457,10372,"+"
"ACH-001001","2",46989730,47601887,0.150152,608,"+"
"ACH-001001","2",47601888,49170709,0.631859,1398,"+"
"ACH-001001","2",49170710,49202709,1.441249,32,"+"
"ACH-001001","2",49202710,49716368,0.420154,496,"+"
"ACH-001001","2",49716369,89777554,0.125219,34314,"0"
"ACH-001001","2",89777555,89841554,2.133928,64,"+"
"ACH-001001","2",89841555,90377554,0.43413,329,"+"
"ACH-001001","2",90377555,91421554,2.990876,36,"+"
"ACH-001001","2",91421555,91458554,0.6299,29,"+"
"ACH-001001","2",91458555,91480554,-1.508593,21,"-"
"ACH-001001","2",91480555,94512307,0.444766,534,"+"
"ACH-001001","2",94512308,94569307,2.732812,57,"+"
"ACH-001001","2",94569308,94809307,0.489305,239,"+"
"ACH-001001","2",94809308,95884893,-0.11376,658,"0"
"ACH-001001","2",95884894,95931893,1.320372,37,"+"
"ACH-001001","2",95931894,128880925,-0.161291,27219,"0"
"ACH-001001","2",128882506,128890505,-20.454945,8,"-"
"ACH-001001","2",128890506,152613372,-0.131387,20496,"0"
"ACH-001001","2",152613373,228633269,0.272675,71548,"+"
"ACH-001001","2",228633270,231823614,0.545984,2749,"+"
"ACH-001001","2",231824615,231842614,3.137888,12,"+"
"ACH-001001","2",231847615,234021725,0.462622,1976,"+"
"ACH-001001","2",234021726,239135528,0.559969,4757,"+"
"ACH-001001","2",239135529,241015560,0.365767,1743,"+"
"ACH-001001","2",241015561,242159055,-0.115369,526,"0"
"ACH-001001","20",60001,5946134,0.151693,4410,"+"
"ACH-001001","20",5946135,26294064,0.284583,17966,"+"
"ACH-001001","20",26294065,26590705,2.646215,84,"+"
"ACH-001001","20",26596706,28748624,0.61935,115,"+"
"ACH-001001","20",28748625,28834624,1.671918,80,"+"
"ACH-001001","20",28834625,28842624,5.969796,8,"+"
"ACH-001001","20",28859625,29052624,1.397525,133,"+"
"ACH-001001","20",29052625,29888418,0.55319,751,"+"
"ACH-001001","20",29888419,29909418,2.401633,21,"+"
"ACH-001001","20",30137099,31057098,0.734415,788,"+"
"ACH-001001","20",31057099,31244098,3.653254,76,"+"
"ACH-001001","20",31244099,31935815,0.792551,692,"+"
"ACH-001001","20",31935816,34270319,0.659726,2301,"+"
"ACH-001001","20",34270320,39532360,0.718163,5185,"+"
"ACH-001001","20",39532361,53343250,0.742785,12999,"+"
"ACH-001001","20",53343251,54658035,1.835265,1191,"+"
"ACH-001001","20",54658036,64334550,1.062406,8395,"+"
"ACH-001001","21",5103001,5255000,0.068312,40,"0"
"ACH-001001","21",5289001,5375000,4.891174,21,"+"
"ACH-001001","21",6367001,7255000,-2.23438,27,"-"
"ACH-001001","21",7255001,7262000,0.898853,7,"+"
"ACH-001001","21",7262001,7324000,-3.045267,45,"-"
"ACH-001001","21",7324001,7970000,2.193804,60,"+"
"ACH-001001","21",7970001,8049000,-1.315181,23,"-"
"ACH-001001","21",8049001,8215000,4.821586,3,"+"
"ACH-001001","21",8219001,9034000,-0.179649,123,"0"
"ACH-001001","21",9034001,9042000,2.843877,7,"+"
"ACH-001001","21",9042001,9798000,-0.259001,143,"-"
"ACH-001001","21",9811001,9838000,3.019399,12,"+"
"ACH-001001","21",9838001,10029000,-0.203938,191,"0"
"ACH-001001","21",10029001,10368000,-1.745446,90,"-"
"ACH-001001","21",10368001,10654000,-0.345345,267,"-"
"ACH-001001","21",10654001,10732000,2.088149,78,"+"
"ACH-001001","21",10732001,12997558,0.909689,115,"+"
"ACH-001001","21",12997559,13037558,-0.980455,40,"-"
"ACH-001001","21",13037559,13176558,-3.736026,109,"-"
"ACH-001001","21",13188559,13870558,-0.355108,451,"-"
"ACH-001001","21",13870559,13899558,-2.513503,29,"-"
"ACH-001001","21",13899559,28484475,-0.204046,12797,"0"
"ACH-001001","21",28484476,32556067,-0.101379,3804,"0"
"ACH-001001","21",32556068,37644874,-0.233186,4687,"0"
"ACH-001001","21",37644875,38559506,-0.763804,878,"-"
"ACH-001001","21",38559507,46692795,0.162942,6295,"+"
"ACH-001001","22",10662001,10708000,4.855459,23,"+"
"ACH-001001","22",10708001,11711000,0.379575,355,"+"
"ACH-001001","22",11786001,11976000,2.42912,44,"+"
"ACH-001001","22",12028001,12225000,-1.499864,69,"-"
"ACH-001001","22",12278001,12436000,2.057098,109,"+"
"ACH-001001","22",12436001,12694000,0.942348,106,"+"
"ACH-001001","22",12694001,12816000,-1.17031,30,"-"
"ACH-001001","22",15166069,15830068,0.370511,91,"+"
"ACH-001001","22",15832069,15940068,-1.169884,32,"-"
"ACH-001001","22",15940069,16074068,1.618252,59,"+"
"ACH-001001","22",16074069,16258068,-0.180844,183,"0"
"ACH-001001","22",16258069,16355068,1.491013,22,"+"
"ACH-001001","22",16385069,29697462,-0.189145,9675,"0"
"ACH-001001","22",29697463,29911462,0.528392,214,"+"
"ACH-001001","22",29911463,45975454,-0.265231,14894,"-"
"ACH-001001","22",45975455,46153975,0.541104,156,"+"
"ACH-001001","22",46153976,50808777,-0.345722,2611,"-"
"ACH-001001","3",12001,36574843,0.219138,29430,"+"
"ACH-001001","3",36574844,57924561,0.118379,20504,"0"
"ACH-001001","3",57924562,90258362,0.198846,28864,"+"
"ACH-001001","3",90258363,90531362,1.411954,268,"+"
"ACH-001001","3",90531363,90668362,2.384079,132,"+"
"ACH-001001","3",90668363,90720362,5.741202,51,"+"
"ACH-001001","3",91248373,91539372,0.817572,257,"+"
"ACH-001001","3",91539373,93720324,3.439695,11,"+"
"ACH-001001","3",93720325,99073064,0.359366,4990,"+"
"ACH-001001","3",99073065,101322682,0.492034,2050,"+"
"ACH-001001","3",101322683,116347653,0.358901,14231,"+"
"ACH-001001","3",116347654,116583906,-1.671282,230,"-"
"ACH-001001","3",116583907,116984898,-29.46264,388,"-"
"ACH-001001","3",116984899,116986898,-6.080046,2,"-"
"ACH-001001","3",116986899,117022898,-29.597428,36,"-"
"ACH-001001","3",117022899,117023898,-6.396677,1,"-"
"ACH-001001","3",117023899,117049898,-29.72636,26,"-"
"ACH-001001","3",117049899,117051898,-5.955287,2,"-"
"ACH-001001","3",117051899,117205898,-29.37301,154,"-"
"ACH-001001","3",117205899,117393898,-1.682337,188,"-"
"ACH-001001","3",117393899,121754186,0.364261,4079,"+"
"ACH-001001","3",121754187,121929186,0.102829,175,"0"
"ACH-001001","3",121929187,153886645,0.338054,28992,"+"
"ACH-001001","3",153886646,158747928,0.401398,4333,"+"
"ACH-001001","3",158747929,159913292,0.541968,1074,"+"
"ACH-001001","3",159913293,175131649,0.339386,12738,"+"
"ACH-001001","3",175131650,175278970,-0.397186,147,"-"
"ACH-001001","3",175278971,178162243,0.287339,1883,"+"
"ACH-001001","3",178162244,178170243,-1.810885,8,"-"
"ACH-001001","3",178170244,191997738,0.29631,12533,"+"
"ACH-001001","3",191997739,194066220,0.352166,1759,"+"
"ACH-001001","3",194066221,198181997,0.259452,2182,"+"
"ACH-001001","4",1058364,4546025,-0.108365,2918,"0"
"ACH-001001","4",4546026,8950368,0.100479,4141,"0"
"ACH-001001","4",8950369,9484368,0.954733,298,"+"
"ACH-001001","4",9484369,32406953,0.12213,22095,"0"
"ACH-001001","4",32406954,34702022,0.438636,2090,"+"
"ACH-001001","4",34702023,45642702,-0.34371,9746,"-"
"ACH-001001","4",45642703,46119724,0.471993,443,"+"
"ACH-001001","4",46119725,46594931,0.832116,426,"+"
"ACH-001001","4",46594932,49091023,0.178337,2448,"+"
"ACH-001001","4",49091024,49155023,5.301116,61,"+"
"ACH-001001","4",49155024,49273023,1.050192,107,"+"
"ACH-001001","4",49286024,49297023,-5.28295,5,"-"
"ACH-001001","4",49300024,49631023,2.149013,141,"+"
"ACH-001001","4",49631024,49658023,4.105476,27,"+"
"ACH-001001","4",49709024,53873520,0.428667,2033,"+"
"ACH-001001","4",53873521,58745972,0.316527,4655,"+"
"ACH-001001","4",58745973,64107837,-0.179614,4883,"0"
"ACH-001001","4",64107838,64116837,-3.148607,9,"-"
"ACH-001001","4",64116838,64293837,-0.29436,177,"-"
"ACH-001001","4",64293838,64303837,-3.060993,10,"-"
"ACH-001001","4",64303838,111314104,-0.129462,43875,"0"
"ACH-001001","4",111314105,111321104,-17.181261,7,"-"
"ACH-001001","4",111321105,124437440,-0.0948750000000002,12391,"0"
"ACH-001001","4",124437441,125121985,-0.425594,684,"-"
"ACH-001001","4",125131814,190120518,-0.134947,54544,"0"
"ACH-001001","4",190121519,190182518,2.591026,8,"+"
"ACH-001001","5",11001,17527880,0.582992,13714,"+"
"ACH-001001","5",17594881,17669880,-0.754126,72,"-"
"ACH-001001","5",17669881,24491681,0.466636,6038,"+"
"ACH-001001","5",24491682,24914469,0.917146,403,"+"
"ACH-001001","5",24914470,45005373,0.451183,18228,"+"
"ACH-001001","5",45005374,45014373,-26.708522,9,"-"
"ACH-001001","5",45014374,45911551,0.474289,853,"+"
"ACH-001001","5",45911552,46218551,1.252771,305,"+"
"ACH-001001","5",46218552,46360551,2.799899,137,"+"
"ACH-001001","5",46360552,49646119,1.50945,92,"+"
"ACH-001001","5",49656120,49667780,4.810456,8,"+"
"ACH-001001","5",50142558,50938557,0.331242,795,"+"
"ACH-001001","5",50938558,50944557,3.925229,6,"+"
"ACH-001001","5",50944558,85751835,0.297631,30828,"+"
"ACH-001001","5",85751836,111628925,0.175912,22737,"+"
"ACH-001001","5",111628926,114323442,0.64416,2577,"+"
"ACH-001001","5",114323443,114989209,0.669385,585,"+"
"ACH-001001","5",114989210,114999209,5.253697,10,"+"
"ACH-001001","5",114999210,115888056,0.634331,865,"+"
"ACH-001001","5",116110927,140716882,0.0355249999999998,23256,"0"
"ACH-001001","5",140716883,140724882,-21.973036,8,"-"
"ACH-001001","5",140724883,147521445,0.034795,6575,"0"
"ACH-001001","5",147521446,169655841,0.405194,21306,"+"
"ACH-001001","5",169655842,180495357,0.305945,9258,"+"
"ACH-001001","5",180495358,181474069,-0.123845,300,"0"
"ACH-001001","6",148001,2601061,0.136881,1518,"0"
"ACH-001001","6",2601062,3061366,0.600542,447,"+"
"ACH-001001","6",3061367,3757875,0.471652,659,"+"
"ACH-001001","6",3757876,4085855,0.719682,326,"+"
"ACH-001001","6",4085856,13303411,-0.77482,8355,"-"
"ACH-001001","6",13303412,16118570,-0.946276,2611,"-"
"ACH-001001","6",16118571,16370570,0.015812,252,"0"
"ACH-001001","6",16370571,17420795,-0.785611,994,"-"
"ACH-001001","6",17420796,18913950,0.667897,1380,"+"
"ACH-001001","6",18913951,22337250,0.0442329999999999,3358,"0"
"ACH-001001","6",22337251,22618250,0.539912,281,"+"
"ACH-001001","6",22618251,24214619,0.138739,1568,"+"
"ACH-001001","6",24256294,25455318,-0.874518,1173,"-"
"ACH-001001","6",25734233,26479906,-0.107214,623,"0"
"ACH-001001","6",26479907,26968906,0.663402,330,"+"
"ACH-001001","6",26968907,29111438,-0.0182520000000001,1732,"0"
"ACH-001001","6",29194814,42979344,0.11571,11422,"0"
"ACH-001001","6",42979345,51288324,0.227536,7793,"+"
"ACH-001001","6",51288325,51360664,1.530787,67,"+"
"ACH-001001","6",51360665,54182650,0.564031,2741,"+"
"ACH-001001","6",54182651,55506630,1.005284,1314,"+"
"ACH-001001","6",55506631,61392684,-0.123769,3963,"0"
"ACH-001001","6",61392685,61530684,1.293456,77,"+"
"ACH-001001","6",61586978,71116265,-0.203481,8427,"0"
"ACH-001001","6",71116266,78396034,-0.0294639999999999,6734,"0"
"ACH-001001","6",78396035,81037428,-0.293421,2200,"-"
"ACH-001001","6",81037429,81047428,-3.118316,10,"-"
"ACH-001001","6",81047429,101265145,-0.303257,18255,"-"
"ACH-001001","6",101265146,101424145,-29.612691,159,"-"
"ACH-001001","6",101424146,115397377,-0.168588,13354,"0"
"ACH-001001","6",115397378,133833993,-0.080532,17302,"0"
"ACH-001001","6",133833994,142628992,-0.189696,8044,"0"
"ACH-001001","6",142628993,142635992,-14.363863,7,"-"
"ACH-001001","6",142635993,143875210,-0.100831,1237,"0"
"ACH-001001","6",143875211,143878210,-20.414704,3,"-"
"ACH-001001","6",143878211,170468012,-0.168543,23781,"0"
"ACH-001001","6",170468013,170597897,-0.250633,125,"-"
"ACH-001001","7",34001,1559053,0.404658,1054,"+"
"ACH-001001","7",1559054,11028144,0.525019,6415,"+"
"ACH-001001","7",11028145,17826134,0.565989,5511,"+"
"ACH-001001","7",17826135,19941323,0.636581,1246,"+"
"ACH-001001","7",19941324,20352631,-1.22169,407,"-"
"ACH-001001","7",20352632,21665631,0.532003,1312,"+"
"ACH-001001","7",21665632,22424687,-1.254765,685,"-"
"ACH-001001","7",22424688,25995366,0.5898,3523,"+"
